date,dungeon,result,time,mana,crystal,energy,drop,grade,sell_value,set,efficiency,slot,rarity,main_stat,prefix_stat,sub1,sub2,sub3,sub4,team1,team2,team3,team4,team5
2017-09-20 14:51,Faimon Volcano Hell - 1,Win,1:17,1191,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Khmun,Ganymede,Orion,,
2017-09-20 14:56,Aiden Forest Hell - 1,Win,0:37,1587,0,1,Unknown Scroll x5,,,,,,,,,,,,,Lushen,Sandman (Water),Battle Scorpion (Fire),Battle Scorpion (Water),
2017-09-25 09:49,"Dragon's Lair B10",Win,2:54,4116,0,2,Rune,5*,5100,Endure,39.06,3,Rare,DEF +15,,DEF 4%,Resistance 6%,,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 09:52,"Dragon's Lair B10",Win,2:22,4872,0,1,Rune,5*,5100,Focus,37.06,3,Rare,DEF +15,,HP +176,SPD +3,,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 11:49,"Dragon's Lair B10",Win,3:02,4146,0,0,Rune,5*,10115,Revenge,37.39,6,Rare,Resistance 9%,,ATK 4%,Accuracy 6%,,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 12:05,"Dragon's Lair B10",Lost,2:21,692,0,2,,,,,,,,,,,,,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 12:07,"Dragon's Lair B10",Win,2:16,4144,0,1,Rune,5*,14535,Revenge,50.58,1,Hero,ATK +15,HP 7%,SPD +4,CRI Dmg 4%,ATK 6%,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 12:12,"Dragon's Lair B10",Win,2:06,4383,0,0,Rune,5*,12240,Violent,37.98,4,Rare,CRI Dmg 8%,,HP +236,Accuracy 5%,,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 12:15,"Dragon's Lair B10",Win,2:10,4199,0,0,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 12:18,"Dragon's Lair B10",Win,2:09,3985,0,1,Rune,5*,12920,Shield,44.72,1,Rare,ATK +15,SPD +4,Resistance 7%,ATK 4%,,,Veromos,Verdehile,Belladeon,Taor,Stella
2017-09-25 12:33,"Dragon's Lair B10",Lost,1:17,1117,1,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Stella
2017-09-25 12:35,"Dragon's Lair B10",Lost,1:15,900,0,3,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Stella
2017-09-25 12:36,"Dragon's Lair B10",Win,1:05,3962,0,0,Rune,5*,6800,Focus,48.52,5,Rare,HP +270,Resistance 7%,ATK +8,ATK 7%,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 12:40,"Dragon's Lair B10",Win,1:13,4751,0,0,Rune,6*,15216,Guard,55.06,5,Hero,HP +360,CRI Rate 4%,HP 7%,ATK +10,SPD +4,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 12:45,"Dragon's Lair B10",Win,1:13,4686,0,2,Rune,6*,13472,Guard,52.07,6,Rare,HP 11%,HP +312,DEF 5%,SPD +5,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 12:49,"Dragon's Lair B10",Lost,1:36,1422,0,2,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 12:50,"Dragon's Lair B10",Win,1:08,4165,0,0,Rune,5*,13005,Shield,51.51,6,Hero,DEF +15,ATK +12,HP +288,ATK 7%,Accuracy 6%,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 12:52,"Dragon's Lair B10",Lost,1:10,864,1,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 12:54,"Dragon's Lair B10",Lost,1:30,781,0,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 15:17,"Dragon's Lair B10",Win,2:12,4612,0,0,Symbol of Chaos x5,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 15:20,"Dragon's Lair B10",Lost,1:33,625,0,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 15:26,"Dragon's Lair B10",Win,1:45,4475,0,1,Rune Piece x10,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 15:46,"Dragon's Lair B10",Win,1:12,4475,0,0,Rune,5*,13005,Violent,44.42,6,Hero,DEF +15,,HP 6%,DEF 6%,Resistance 4%,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 15:48,"Dragon's Lair B10",Win,1:26,4882,0,0,Rune,5*,13600,Shield,48.34,2,Rare,SPD +5,DEF 6%,CRI Rate 3%,Accuracy 7%,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 15:50,"Dragon's Lair B10",Lost,1:31,693,0,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Stella
2017-09-25 16:02,"Dragon's Lair B10",Lost,0:06,0,0,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Stella
2017-09-25 16:05,"Dragon's Lair B10",Lost,1:24,764,1,3,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 16:07,"Dragon's Lair B10",Lost,1:29,556,0,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 16:09,"Dragon's Lair B10",Lost,1:30,761,0,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 16:10,"Dragon's Lair B10",Win,1:08,4308,0,1,Symbol of Harmony x4,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 16:12,"Dragon's Lair B10",Lost,1:29,1491,0,2,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-25 16:14,"Dragon's Lair B10",Win,1:35,4306,0,3,Rune,6*,10778,Guard,46.73,6,Rare,HP 11%,,ATK 7%,CRI Rate 4%,,,Poseidon,Galleon,Tarq,Taor,Verdehile
2017-09-25 16:18,"Dragon's Lair B10",Lost,1:39,836,0,2,,,,,,,,,,,,,,Poseidon,Galleon,Sigmarus,Taor,Verdehile
2017-09-25 16:19,"Dragon's Lair B10",Win,1:37,4267,0,2,Rune,5*,7225,Focus,44.60,6,Rare,HP 8%,DEF 7%,Resistance 6%,CRI Dmg 4%,,,Poseidon,Galleon,Tarq,Taor,Verdehile
2017-09-25 16:21,"Dragon's Lair B10",Lost,1:30,1025,0,1,,,,,,,,,,,,,,Poseidon,Galleon,Tarq,Taor,Verdehile
2017-09-25 16:23,"Dragon's Lair B10",Win,1:30,4368,0,1,Symbol of Harmony x4,,,,,,,,,,,,,Poseidon,Galleon,Tarq,Taor,Verdehile
2017-09-25 16:26,"Dragon's Lair B10",Lost,2:00,961,0,0,,,,,,,,,,,,,,Poseidon,Galleon,Tarq,Taor,Verdehile
2017-09-25 16:28,"Dragon's Lair B10",Win,1:48,4317,0,0,Rune,5*,13600,Violent,49.08,5,Hero,HP +270,DEF +11,CRI Dmg 3%,SPD +3,DEF 6%,,Verdehile,Galleon,Tarq,Taor,Poseidon
2017-09-25 16:30,"Dragon's Lair B10",Win,1:38,4634,0,0,Symbol of Harmony x5,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Poseidon
2017-09-25 16:35,"Dragon's Lair B10",Win,1:33,4469,0,2,Rainbowmon 3,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Poseidon
2017-09-25 16:37,"Dragon's Lair B10",Win,1:44,4562,0,2,Rune,5*,6800,Focus,38.17,2,Rare,ATK +15,,HP 5%,Resistance 4%,,,Verdehile,Galleon,Tarq,Taor,Poseidon
2017-09-25 16:42,"Giant's Keep B10",Win,1:02,3902,0,3,Rune,5*,4335,Energy,36.83,6,Rare,ATK +15,,CRI Dmg 3%,HP +191,,,Lushen,Galleon,Taor,Hwa,Stella
2017-09-25 16:44,Hall of Magic B10,Win,0:47,3414,0,1,Essence of Magic(Mid) x3,,,,,,,,,,,,,Perna,Hwa,Lushen,Taor,Galleon
2017-09-25 16:46,Hall of Dark B10,Win,1:11,2888,0,0,Unknown Scroll x5,,,,,,,,,,,,,Lushen,Verdehile,Xiao Lin,Fuco,Seara
2017-09-25 16:47,Faimon Volcano Hell - 1,Win,0:46,1196,0,2,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Forest Keeper (Water),Sandman (Water),Mimick (Wind),,
2017-09-25 16:48,Faimon Volcano Hell - 1,Win,0:33,1392,0,1,Hellhound (Fire) 2,,,,,,,,,,,,,Forest Keeper (Water),Sandman (Water),Mimick (Wind),,
2017-09-26 17:03,"Dragon's Lair B10",Win,1:55,4446,0,1,Symbol of Transcendance x11,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Poseidon
2017-09-26 17:05,"Dragon's Lair B10",Win,1:27,4163,0,1,Rune,6*,9510,Guard,48.98,3,Rare,DEF +22,,CRI Dmg 6%,CRI Rate 6%,,,Verdehile,Galleon,Tarq,Taor,Spectra
2017-09-26 17:08,"Dragon's Lair B10",Lost,1:24,619,0,1,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Spectra
2017-09-26 17:11,"Dragon's Lair B10",Lost,1:15,595,0,0,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Sigmarus
2017-09-26 17:13,"Dragon's Lair B10",Win,1:46,4208,0,0,Rune,5*,12240,Violent,47.81,5,Rare,HP +270,HP 7%,DEF 5%,DEF +11,,,Verdehile,Galleon,Tarq,Taor,Orion
2017-09-26 17:32,"Dragon's Lair B10",Lost,1:43,869,0,1,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Orion
2017-09-26 17:34,"Dragon's Lair B10",Lost,1:41,1054,0,1,,,,,,,,,,,,,,Verdehile,Galleon,Tarq,Taor,Megan
2017-10-06 11:52,"Dragon's Lair B10",Win,2:11,4048,0,1,Rune,6*,21556,Violent,43.38,6,Rare,DEF 11%,,HP 5%,HP +168,,,Veromos,Belladeon,Verdehile,Taor,Megan
2017-10-06 11:55,"Dragon's Lair B10",Win,2:36,4196,0,0,Rune,5*,13600,Shield,47.98,5,Legendary,HP +270,,Resistance 4%,DEF +9,DEF 4%,ATK 5%,Veromos,Belladeon,Verdehile,Taor,Megan
2017-10-06 12:01,"Dragon's Lair B10",Win,2:40,4149,0,4,Rune,5*,11560,Violent,38.73,6,Rare,ATK 8%,,Accuracy 6%,Resistance 5%,,,Veromos,Belladeon,Verdehile,Taor,Megan
2017-10-06 12:04,"Dragon's Lair B10",Win,2:35,4173,1,0,Rune,6*,21556,Revenge,53.57,6,Rare,DEF 11%,HP 8%,DEF +15,Accuracy 6%,,,Veromos,Belladeon,Verdehile,Taor,Megan
2017-10-06 12:07,"Dragon's Lair B10",Win,2:32,4333,0,2,Rune,5*,12240,Violent,48.88,5,Rare,HP +270,DEF +14,SPD +5,CRI Rate 4%,,,Veromos,Belladeon,Verdehile,Taor,Megan
2017-10-06 12:13,"Dragon's Lair B10",Lost,2:17,777,0,0,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Megan
2017-10-06 12:14,"Dragon's Lair B10",Lost,0:54,436,0,1,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Megan
2017-10-06 12:16,"Dragon's Lair B10",Lost,1:36,769,0,0,,,,,,,,,,,,,,Veromos,Galleon,Verdehile,Taor,Perna
2017-10-06 12:18,"Dragon's Lair B10",Lost,1:11,572,0,3,,,,,,,,,,,,,,Perna,Galleon,Verdehile,Taor,Belladeon
2017-10-06 12:22,Faimon Volcano Hell - 1,Win,0:45,984,0,0,Hellhound (Fire) 2,,,,,,,,,,,,,Low Elemental (Wind),Hellhound (Fire),Slime (Water),,
2017-10-06 12:24,Faimon Volcano Hell - 1,Win,0:32,1218,0,0,Rune,3*,3182,Revenge,22.26,1,Magic,ATK +7,,HP +79,,,,Low Elemental (Wind),Hellhound (Fire),Slime (Water),,
2017-10-06 12:28,Faimon Volcano Hell - 1,Win,0:52,1471,0,1,Rune,4*,6109,Revenge,27.90,1,Common,ATK +10,Accuracy 3%,,,,,Low Elemental (Wind),Hellhound (Fire),Slime (Water),,
2017-10-06 13:14,Faimon Volcano Hell - 1,Win,0:28,2083,0,1,Rune,3*,3182,Revenge,23.82,1,Magic,ATK +7,,CRI Dmg 3%,,,,Low Elemental (Wind),Hellhound (Fire),Slime (Water),,
2017-10-06 13:17,Faimon Volcano Hell - 1,Win,0:51,1364,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Low Elemental (Wind),Hellhound (Fire),Slime (Water),,
2017-10-06 13:18,Faimon Volcano Hell - 1,Win,0:52,1249,0,2,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Low Elemental (Wind),Hellhound (Fire),Slime (Water),,
2017-10-06 13:20,Faimon Volcano Hell - 1,Win,0:28,2112,0,0,Solid Iron Ore x2,,,,,,,,,,,,,Imp (Fire),Hellhound (Fire),Slime (Water),,
2017-10-06 13:37,Faimon Volcano Hell - 1,Win,0:22,2305,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Imp (Fire),Hellhound (Fire),Slime (Water),,
2017-10-06 14:06,"Dragon's Lair B10",Lost,1:37,958,0,2,,,,,,,,,,,,,,Perna,Galleon,Verdehile,Taor,Belladeon
2017-10-06 14:08,"Dragon's Lair B10",Win,1:45,4685,0,3,Rune,6*,15057,Endure,50.00,1,Rare,ATK +22,Accuracy 4%,ATK 6%,Resistance 6%,,,Verdehile,Galleon,Xiao Lin,Taor,Belladeon
2017-10-06 14:11,"Dragon's Lair B10",Lost,2:09,1284,0,2,,,,,,,,,,,,,,Verad,Galleon,Verdehile,Taor,Belladeon
2017-10-06 14:13,"Dragon's Lair B10",Lost,1:11,897,0,0,,,,,,,,,,,,,,Theomars,Galleon,Verdehile,Taor,Tarq
2017-10-06 14:15,"Dragon's Lair B10",Lost,1:33,754,0,3,,,,,,,,,,,,,,Sigmarus,Galleon,Stella,Taor,Belladeon
2017-10-06 14:18,"Dragon's Lair B10",Win,2:27,4168,0,3,Symbol of Transcendance x11,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:22,"Dragon's Lair B10",Win,2:18,3865,0,2,Rune Piece x10,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:24,"Dragon's Lair B10",Win,2:09,3943,0,0,Rune,5*,15300,Violent,47.45,2,Rare,SPD +5,DEF 5%,DEF +10,HP 7%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:27,"Dragon's Lair B10",Win,2:26,4573,0,0,Rune,5*,10200,Shield,44.04,3,Rare,DEF +15,DEF 5%,CRI Dmg 4%,Accuracy 6%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:30,"Dragon's Lair B10",Win,2:29,4151,0,0,Rune,5*,10710,Shield,36.88,4,Rare,CRI Dmg 8%,,DEF 4%,ATK +12,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:33,"Dragon's Lair B10",Win,2:17,4507,0,3,Rune,5*,13600,Revenge,47.10,2,Hero,DEF +15,,ATK 7%,SPD +5,CRI Rate 4%,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:36,"Dragon's Lair B10",Win,2:31,4154,0,0,Rune,5*,13005,Violent,44.69,6,Rare,DEF +15,CRI Dmg 5%,HP +215,ATK +15,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:40,"Dragon's Lair B10",Win,2:30,4440,0,0,Symbol of Transcendance x9,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:43,"Dragon's Lair B10",Win,2:19,4209,1,2,Rune,5*,6800,Guard,39.06,2,Rare,ATK +15,,Accuracy 4%,Resistance 6%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:45,"Dragon's Lair B10",Win,2:02,4330,0,2,Rune,5*,9690,Endure,46.93,1,Hero,ATK +15,CRI Rate 5%,SPD +5,HP +116,Accuracy 3%,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 14:49,"Dragon's Lair B10",Win,2:26,4068,0,0,Rune,5*,7650,Focus,47.40,3,Hero,DEF +15,Accuracy 3%,HP 5%,DEF 6%,CRI Rate 4%,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 15:25,"Dragon's Lair B10",Win,3:01,4237,0,0,Rune,5*,8925,Revenge,37.07,3,Rare,DEF +15,,HP +150,CRI Dmg 4%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 15:31,"Dragon's Lair B10",Win,2:19,4674,0,1,Symbol of Transcendance x8,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 15:34,"Dragon's Lair B10",Win,2:30,4422,0,0,Rune,5*,8670,Guard,45.43,6,Hero,DEF 8%,DEF +9,HP 5%,CRI Dmg 4%,CRI Rate 4%,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 15:51,"Dragon's Lair B10",Lost,2:37,704,0,0,,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 15:53,"Dragon's Lair B10",Win,2:13,4389,0,2,Summoning Stones x3,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 15:56,"Dragon's Lair B10",Win,2:29,4014,0,1,Rune,5*,17765,Revenge,56.18,1,Legendary,ATK +15,ATK 6%,CRI Dmg 5%,CRI Rate 4%,HP +240,Accuracy 7%,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:04,"Dragon's Lair B10",Win,2:23,4344,0,3,Symbol of Harmony x6,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:07,"Dragon's Lair B10",Win,2:13,4539,0,1,Rune,5*,6460,Endure,37.57,1,Rare,ATK +15,,HP +250,Resistance 3%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:14,"Dragon's Lair B10",Win,2:25,3927,0,1,Symbol of Transcendance x11,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:17,"Dragon's Lair B10",Win,2:18,4281,0,0,Rune,6*,9510,Focus,47.96,3,Rare,DEF +22,,HP 8%,CRI Dmg 5%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:23,"Dragon's Lair B10",Win,2:22,4421,0,1,Rune,5*,12920,Violent,38.17,1,Rare,ATK +15,,Resistance 5%,ATK 4%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:26,"Dragon's Lair B10",Win,2:42,3844,0,0,Rune,6*,28530,Shield,60.71,2,Hero,HP 11%,SPD +6,Accuracy 7%,DEF 7%,Resistance 6%,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:35,"Dragon's Lair B10",Win,2:30,4594,0,0,Rune,5*,7225,Focus,40.82,6,Rare,HP 8%,CRI Rate 4%,DEF +10,Accuracy 4%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:39,"Dragon's Lair B10",Win,2:57,4217,0,1,Symbol of Harmony x6,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:41,"Dragon's Lair B10",Win,2:14,4460,0,1,Rune,6*,11412,Guard,44.64,4,Rare,DEF +22,,Resistance 5%,Accuracy 5%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:44,"Dragon's Lair B10",Win,2:12,4467,0,1,Rune,5*,6800,Endure,45.82,5,Rare,HP +270,ATK +14,CRI Dmg 4%,DEF 4%,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:46,"Dragon's Lair B10",Win,2:10,4237,0,2,Rune,5*,5440,Guard,40.31,5,Rare,HP +270,,SPD +3,ATK +10,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:49,"Dragon's Lair B10",Win,2:26,4351,0,1,Symbol of Transcendance x8,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-06 16:52,"Dragon's Lair B10",Lost,2:24,938,0,1,,,,,,,,,,,,,,Veromos,Belladeon,Megan,Taor,Verdehile
2017-10-07 20:17,"Giant's Keep B10",Win,1:31,3858,0,0,Rainbowmon 3,,,,,,,,,,,,,Lushen,Galleon,Taor,Hwa,Akhamamir
2017-10-07 20:19,"Giant's Keep B10",Lost,1:19,838,1,2,,,,,,,,,,,,,,Lushen,Galleon,Taor,Hwa,Akhamamir
2017-10-07 20:27,"Giant's Keep B10",Win,1:14,4278,0,1,Symbol of Harmony x12,,,,,,,,,,,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:29,"Giant's Keep B10",Win,1:13,4504,0,0,Rune,5*,13770,Despair,42.92,4,Rare,CRI Dmg 8%,ATK +13,HP +205,ATK 6%,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:31,"Giant's Keep B10",Win,1:53,3722,0,3,Rune,6*,14265,Energy,60.54,4,Hero,ATK 11%,SPD +6,ATK +17,Resistance 7%,DEF 6%,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:33,"Giant's Keep B10",Win,1:23,4320,0,1,Symbol of Chaos x6,,,,,,,,,,,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:35,"Giant's Keep B10",Win,1:03,4067,0,0,Rune,5*,7225,Swift,39.65,6,Hero,HP 8%,,DEF +9,DEF 5%,CRI Dmg 3%,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:36,"Giant's Keep B10",Win,1:13,3725,0,1,Symbol of Chaos x4,,,,,,,,,,,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:38,"Giant's Keep B10",Win,1:05,3839,1,0,Rune,5*,9392,Fatal,52.87,6,Legendary,HP +270,,SPD +5,DEF +11,HP 5%,Accuracy 6%,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:42,"Giant's Keep B10",Win,1:04,4295,0,1,Rune,5*,6800,Energy,40.99,2,Rare,HP 8%,Resistance 3%,CRI Rate 4%,DEF +13,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:45,"Giant's Keep B10",Win,1:10,3548,0,1,Rune,5*,5652,Fatal,38.82,1,Rare,ATK +15,,HP +206,CRI Rate 4%,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:48,"Giant's Keep B10",Win,1:16,3661,0,1,Rune,6*,10144,Energy,55.06,5,Rare,HP +360,SPD +5,DEF +20,Resistance 7%,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:50,"Giant's Keep B10",Win,1:07,3922,0,0,Rune,6*,10778,Swift,47.86,6,Rare,ATK 11%,,ATK +14,Resistance 8%,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:52,"Giant's Keep B10",Win,1:26,3649,0,0,Rune,5*,5100,Swift,39.96,3,Rare,DEF +15,,Accuracy 7%,CRI Rate 3%,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:54,"Giant's Keep B10",Win,1:10,3949,0,1,Rune,6*,12125,Blade,52.32,6,Rare,ATK 11%,DEF +16,HP 8%,HP +197,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 20:57,"Giant's Keep B10",Win,1:09,3764,0,2,Rune,5*,13600,Despair,42.88,2,Rare,SPD +5,,HP +260,CRI Rate 4%,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 21:00,"Giant's Keep B10",Win,1:06,3959,0,1,Rune,5*,12750,Fatal,55.61,2,Legendary,ATK +15,HP +226,CRI Dmg 5%,HP 7%,Resistance 4%,Accuracy 7%,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 21:02,"Giant's Keep B10",Win,1:08,4014,0,1,Symbol of Harmony x10,,,,,,,,,,,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 21:06,"Giant's Keep B10",Win,0:56,3882,0,2,Symbol of Harmony x11,,,,,,,,,,,,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-07 21:09,"Giant's Keep B10",Win,0:53,3867,0,1,Rune,5*,6375,Energy,50.71,3,Hero,DEF +15,Resistance 6%,HP +281,CRI Dmg 5%,SPD +4,,Lushen,Galleon,Taor,Hwa,Xiao Lin
2017-10-11 14:03,"Dragon's Lair B10",Win,2:27,4411,0,0,Rune,5*,10710,Revenge,39.06,4,Rare,DEF +15,,ATK 4%,Accuracy 6%,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:06,"Dragon's Lair B10",Win,2:16,4202,0,1,Rune,5*,12920,Revenge,45.47,1,Rare,ATK +15,ATK 6%,HP +274,CRI Rate 4%,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:09,"Dragon's Lair B10",Win,2:26,4154,0,1,Symbol of Transcendance x11,,,,,,,,,,,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:13,"Dragon's Lair B10",Win,2:36,4507,0,1,Rune,5*,8075,Endure,43.57,1,Hero,ATK +15,,SPD +4,CRI Dmg 5%,Accuracy 4%,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:19,"Dragon's Lair B10",Win,2:12,4254,0,0,Rainbowmon 2,,,,,,,,,,,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:22,"Dragon's Lair B10",Win,2:06,4774,0,0,Rune,5*,10115,Revenge,35.96,6,Rare,Resistance 9%,,SPD +4,HP +144,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:24,"Dragon's Lair B10",Win,1:58,4339,0,1,Rune,5*,13600,Shield,42.93,2,Hero,DEF +15,,SPD +4,Resistance 5%,CRI Rate 3%,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:28,"Dragon's Lair B10",Win,2:24,4438,0,0,Symbol of Harmony x4,,,,,,,,,,,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:32,"Dragon's Lair B10",Win,1:50,4664,0,0,Rune,5*,8075,Endure,43.90,1,Hero,ATK +15,,HP +160,ATK 6%,HP 6%,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:35,"Dragon's Lair B10",Win,2:01,4257,0,1,Rune,5*,5780,Endure,37.11,6,Rare,Resistance 9%,,HP +204,SPD +4,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:38,"Dragon's Lair B10",Win,2:27,4040,0,0,Summoning Stones x2,,,,,,,,,,,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:41,"Dragon's Lair B10",Win,2:31,3820,0,1,Rune,5*,11475,Violent,46.42,3,Rare,DEF +15,SPD +5,CRI Dmg 4%,HP 7%,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:45,"Dragon's Lair B10",Win,2:25,4515,1,1,Rune,5*,8500,Guard,41.74,2,Rare,DEF +15,Resistance 4%,ATK 5%,DEF 4%,,,Veromos,Belladeon,Galleon,Taor,Verdehile
2017-10-11 14:49,"Dragon's Lair B10",Win,2:09,4614,0,0,Rune,5*,7650,Focus,40.52,4,Rare,CRI Rate 5%,ATK +11,SPD +3,CRI Dmg 4%,,,Veromos,Belladeon,Galleon,Taor,Verdehile
